2026-06-29T09:40:44.431,t= 627.9s | SHT  26.21 C  59.9% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 233.7656 mV ( 667.9 ppb) | NO2  -9.5986 mV (  38.4 ppb)
2026-06-29T09:40:45.811,t= 629.3s | SHT  26.20 C  59.9% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 233.7119 mV ( 667.7 ppb) | NO2  -9.7080 mV (  38.8 ppb)
2026-06-29T09:40:47.191,t= 630.7s | SHT  26.18 C  60.0% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 234.5820 mV ( 670.2 ppb) | NO2  -9.4160 mV (  37.7 ppb)
2026-06-29T09:40:48.571,t= 632.0s | SHT  26.21 C  60.2% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 233.4336 mV ( 667.0 ppb) | NO2  -9.8672 mV (  39.5 ppb)
2026-06-29T09:40:49.951,t= 633.4s | SHT  26.18 C  60.3% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 236.8467 mV ( 676.7 ppb) | NO2  -9.8262 mV (  39.3 ppb)
2026-06-29T09:40:51.330,t= 634.8s | SHT  26.18 C  60.5% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 232.6035 mV ( 664.6 ppb) | NO2 -10.0693 mV (  40.3 ppb)
2026-06-29T09:40:52.711,t= 636.2s | SHT  26.21 C  60.6% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 234.2422 mV ( 669.3 ppb) | NO2  -9.5293 mV (  38.1 ppb)
2026-06-29T09:40:54.091,t= 637.6s | SHT  26.20 C  60.4% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 234.6719 mV ( 670.5 ppb) | NO2  -9.6582 mV (  38.6 ppb)
2026-06-29T09:40:55.470,t= 638.9s | SHT  26.20 C  60.4% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 234.0625 mV ( 668.8 ppb) | NO2  -8.7109 mV (  34.8 ppb)
2026-06-29T09:40:56.851,t= 640.3s | SHT  26.18 C  60.3% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 234.8945 mV ( 671.1 ppb) | NO2  -9.7480 mV (  39.0 ppb)
2026-06-29T09:40:58.231,t= 641.7s | SHT  26.20 C  60.2% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 234.5811 mV ( 670.2 ppb) | NO2  -8.4746 mV (  33.9 ppb)
2026-06-29T09:40:59.611,t= 643.1s | SHT  26.21 C  60.1% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 234.3027 mV ( 669.4 ppb) | NO2  -9.4297 mV (  37.7 ppb)
2026-06-29T09:41:00.991,t= 644.5s | SHT  26.20 C  60.1% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 230.0371 mV ( 657.2 ppb) | NO2  -9.0234 mV (  36.1 ppb)
2026-06-29T09:41:02.370,t= 645.8s | SHT  26.21 C  60.1% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 230.2881 mV ( 658.0 ppb) | NO2  -9.4678 mV (  37.9 ppb)
2026-06-29T09:41:03.751,t= 647.2s | SHT  26.20 C  60.2% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 232.2539 mV ( 663.6 ppb) | NO2  -8.8896 mV (  35.6 ppb)
2026-06-29T09:41:05.131,t= 648.6s | SHT  26.18 C  60.2% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 232.2070 mV ( 663.4 ppb) | NO2  -3.3008 mV (  13.2 ppb)
2026-06-29T09:41:06.511,t= 650.0s | SHT  26.20 C  60.3% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 231.8389 mV ( 662.4 ppb) | NO2   9.1855 mV ( -36.7 ppb)
2026-06-29T09:41:07.891,t= 651.4s | SHT  26.18 C  60.3% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 228.8740 mV ( 653.9 ppb) | NO2   2.0371 mV (  -8.1 ppb)
2026-06-29T09:41:09.271,t= 652.7s | SHT  26.18 C  60.3% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 231.6982 mV ( 662.0 ppb) | NO2   0.1621 mV (  -0.6 ppb)
2026-06-29T09:41:10.650,t= 654.1s | SHT  26.20 C  60.3% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 230.0557 mV ( 657.3 ppb) | NO2   2.3936 mV (  -9.6 ppb)
2026-06-29T09:41:12.031,t= 655.5s | SHT  26.21 C  60.4% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 232.2549 mV ( 663.6 ppb) | NO2   6.4365 mV ( -25.7 ppb)
2026-06-29T09:41:13.411,t= 656.9s | SHT  26.20 C  60.8% | DHT22   26.0 C  61.5% | DHT11   27.1 C  54.0% | CO 233.7900 mV ( 668.0 ppb) | NO2   5.5908 mV ( -22.4 ppb)
2026-06-29T09:41:14.790,t= 658.3s | SHT  26.20 C  61.3% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 230.8721 mV ( 659.6 ppb) | NO2   2.3223 mV (  -9.3 ppb)
2026-06-29T09:41:16.170,t= 659.6s | SHT  26.20 C  61.4% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 232.3613 mV ( 663.9 ppb) | NO2  -3.0137 mV (  12.1 ppb)
2026-06-29T09:41:17.551,t= 661.0s | SHT  26.20 C  61.4% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 232.0615 mV ( 663.0 ppb) | NO2  -8.2607 mV (  33.0 ppb)
2026-06-29T09:41:18.931,t= 662.4s | SHT  26.20 C  61.5% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 232.1035 mV ( 663.2 ppb) | NO2 -10.6133 mV (  42.5 ppb)
2026-06-29T09:41:20.311,t= 663.8s | SHT  26.21 C  61.7% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 232.9961 mV ( 665.7 ppb) | NO2 -10.8877 mV (  43.6 ppb)
2026-06-29T09:41:21.691,t= 665.2s | SHT  26.22 C  62.1% | DHT22   26.0 C  61.9% | DHT11   27.1 C  54.0% | CO 232.9004 mV ( 665.4 ppb) | NO2  -4.2656 mV (  17.1 ppb)
2026-06-29T09:41:23.071,t= 666.5s | SHT  26.21 C  62.4% | DHT22   26.0 C  62.0% | DHT11   27.1 C  55.0% | CO 230.8252 mV ( 659.5 ppb) | NO2  -4.6807 mV (  18.7 ppb)
2026-06-29T09:41:24.451,t= 667.9s | SHT  26.21 C  62.7% | DHT22   26.0 C  62.1% | DHT11   27.1 C  55.0% | CO 231.0088 mV ( 660.0 ppb) | NO2  -5.1348 mV (  20.5 ppb)
2026-06-29T09:41:25.831,t= 669.3s | SHT  26.24 C  62.8% | DHT22   26.0 C  62.2% | DHT11   27.1 C  55.0% | CO 231.3486 mV ( 661.0 ppb) | NO2  -6.9639 mV (  27.9 ppb)
2026-06-29T09:41:27.211,t= 670.7s | SHT  26.22 C  62.6% | DHT22   26.0 C  62.3% | DHT11   27.1 C  55.0% | CO 230.9277 mV ( 659.8 ppb) | NO2 -11.6719 mV (  46.7 ppb)
2026-06-29T09:41:28.591,t= 672.1s | SHT  26.22 C  62.4% | DHT22   26.0 C  62.4% | DHT11   27.1 C  55.0% | CO 232.9541 mV ( 665.6 ppb) | NO2 -11.8213 mV (  47.3 ppb)
2026-06-29T09:41:29.971,t= 673.4s | SHT  26.22 C  62.1% | DHT22   26.0 C  62.4% | DHT11   27.1 C  55.0% | CO 231.3096 mV ( 660.9 ppb) | NO2 -13.1055 mV (  52.4 ppb)
2026-06-29T09:41:31.350,t= 674.8s | SHT  26.22 C  61.9% | DHT22   26.0 C  62.4% | DHT11   27.1 C  55.0% | CO 227.9180 mV ( 651.2 ppb) | NO2 -14.0146 mV (  56.1 ppb)
2026-06-29T09:41:32.731,t= 676.2s | SHT  26.24 C  61.8% | DHT22   26.0 C  62.4% | DHT11   27.1 C  55.0% | CO 230.5312 mV ( 658.7 ppb) | NO2 -14.3301 mV (  57.3 ppb)
2026-06-29T09:41:34.111,t= 677.6s | SHT  26.21 C  61.6% | DHT22   26.0 C  62.4% | DHT11   27.1 C  55.0% | CO 228.1553 mV ( 651.9 ppb) | NO2 -13.3613 mV (  53.4 ppb)
2026-06-29T09:41:35.491,t= 679.0s | SHT  26.22 C  61.5% | DHT22   26.0 C  62.4% | DHT11   27.1 C  55.0% | CO 227.7539 mV ( 650.7 ppb) | NO2 -14.4639 mV (  57.9 ppb)
2026-06-29T09:41:36.871,t= 680.3s | SHT  26.21 C  61.3% | DHT22   26.0 C  62.4% | DHT11   27.1 C  55.0% | CO 227.6455 mV ( 650.4 ppb) | NO2 -13.7578 mV (  55.0 ppb)
2026-06-29T09:41:38.251,t= 681.7s | SHT  26.22 C  61.1% | DHT22   26.0 C  62.4% | DHT11   27.1 C  55.0% | CO 228.0791 mV ( 651.7 ppb) | NO2 -15.3311 mV (  61.3 ppb)
2026-06-29T09:41:39.631,t= 683.1s | SHT  26.24 C  60.9% | DHT22   26.0 C  62.3% | DHT11   27.1 C  55.0% | CO 225.5938 mV ( 644.6 ppb) | NO2 -15.5322 mV (  62.1 ppb)
2026-06-29T09:41:41.010,t= 684.5s | SHT  26.24 C  60.8% | DHT22   26.0 C  62.3% | DHT11   27.1 C  55.0% | CO 226.8340 mV ( 648.1 ppb) | NO2 -15.9033 mV (  63.6 ppb)
2026-06-29T09:41:42.391,t= 685.9s | SHT  26.22 C  60.7% | DHT22   26.0 C  62.3% | DHT11   27.1 C  54.0% | CO 226.4023 mV ( 646.9 ppb) | NO2 -12.6660 mV (  50.7 ppb)
2026-06-29T09:41:43.770,t= 687.2s | SHT  26.22 C  60.6% | DHT22   26.0 C  62.2% | DHT11   27.1 C  54.0% | CO 225.6650 mV ( 644.8 ppb) | NO2 -12.3535 mV (  49.4 ppb)
2026-06-29T09:41:45.150,t= 688.6s | SHT  26.21 C  60.6% | DHT22   26.0 C  62.2% | DHT11   27.1 C  54.0% | CO 221.9863 mV ( 634.2 ppb) | NO2 -14.9180 mV (  59.7 ppb)
2026-06-29T09:41:46.530,t= 690.0s | SHT  26.21 C  60.5% | DHT22   26.0 C  62.1% | DHT11   27.1 C  54.0% | CO 225.5518 mV ( 644.4 ppb) | NO2 -16.4014 mV (  65.6 ppb)
2026-06-29T09:41:47.910,t= 691.4s | SHT  26.22 C  60.4% | DHT22   26.0 C  62.1% | DHT11   27.1 C  54.0% | CO 223.6133 mV ( 638.9 ppb) | NO2 -18.2412 mV (  73.0 ppb)
2026-06-29T09:41:49.290,t= 692.8s | SHT  26.21 C  60.4% | DHT22   26.0 C  62.1% | DHT11   27.1 C  54.0% | CO 223.3652 mV ( 638.2 ppb) | NO2 -18.1660 mV (  72.7 ppb)
2026-06-29T09:41:50.670,t= 694.1s | SHT  26.21 C  60.3% | DHT22   26.0 C  62.1% | DHT11   27.1 C  54.0% | CO 225.1270 mV ( 643.2 ppb) | NO2 -18.9902 mV (  76.0 ppb)
2026-06-29T09:41:52.050,t= 695.5s | SHT  26.22 C  60.3% | DHT22   26.0 C  62.0% | DHT11   27.1 C  54.0% | CO 223.4678 mV ( 638.5 ppb) | NO2 -19.0439 mV (  76.2 ppb)
2026-06-29T09:41:53.430,t= 696.9s | SHT  26.21 C  60.3% | DHT22   26.0 C  62.0% | DHT11   27.1 C  54.0% | CO 226.3115 mV ( 646.6 ppb) | NO2 -19.3555 mV (  77.4 ppb)
2026-06-29T09:41:54.810,t= 698.3s | SHT  26.22 C  60.3% | DHT22   26.0 C  62.0% | DHT11   27.1 C  54.0% | CO 224.1953 mV ( 640.6 ppb) | NO2 -20.3789 mV (  81.5 ppb)
2026-06-29T09:41:56.190,t= 699.7s | SHT  26.22 C  60.2% | DHT22   26.0 C  62.0% | DHT11   27.1 C  54.0% | CO 222.3369 mV ( 635.2 ppb) | NO2 -17.6621 mV (  70.6 ppb)
2026-06-29T09:41:57.570,t= 701.0s | SHT  26.21 C  60.2% | DHT22   26.0 C  62.0% | DHT11   27.1 C  54.0% | CO 223.9648 mV ( 639.9 ppb) | NO2 -17.0557 mV (  68.2 ppb)
2026-06-29T09:41:58.950,t= 702.4s | SHT  26.22 C  60.3% | DHT22   26.0 C  61.9% | DHT11   27.1 C  54.0% | CO 222.9658 mV ( 637.0 ppb) | NO2 -18.8623 mV (  75.4 ppb)
2026-06-29T09:42:00.330,t= 703.8s | SHT  26.22 C  60.2% | DHT22   26.0 C  61.9% | DHT11   27.1 C  54.0% | CO 223.7256 mV ( 639.2 ppb) | NO2 -20.0859 mV (  80.3 ppb)
2026-06-29T09:42:01.710,t= 705.2s | SHT  26.22 C  60.3% | DHT22   26.0 C  61.9% | DHT11   27.1 C  54.0% | CO 225.3164 mV ( 643.8 ppb) | NO2 -19.3691 mV (  77.5 ppb)
2026-06-29T09:42:03.090,t= 706.6s | SHT  26.22 C  60.1% | DHT22   26.0 C  61.9% | DHT11   27.1 C  54.0% | CO 220.9189 mV ( 631.2 ppb) | NO2 -18.4463 mV (  73.8 ppb)
2026-06-29T09:42:04.470,t= 707.9s | SHT  26.22 C  60.2% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 221.9189 mV ( 634.1 ppb) | NO2 -10.7949 mV (  43.2 ppb)
2026-06-29T09:42:05.850,t= 709.3s | SHT  26.22 C  60.1% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 222.2617 mV ( 635.0 ppb) | NO2  -9.4727 mV (  37.9 ppb)
2026-06-29T09:42:07.230,t= 710.7s | SHT  26.24 C  60.1% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 221.6338 mV ( 633.2 ppb) | NO2 -10.5645 mV (  42.3 ppb)
2026-06-29T09:42:08.610,t= 712.1s | SHT  26.22 C  60.2% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 223.2207 mV ( 637.8 ppb) | NO2 -12.4688 mV (  49.9 ppb)
2026-06-29T09:42:09.990,t= 713.5s | SHT  26.24 C  60.1% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 223.3057 mV ( 638.0 ppb) | NO2 -13.5527 mV (  54.2 ppb)
2026-06-29T09:42:11.370,t= 714.8s | SHT  26.25 C  60.2% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 222.7354 mV ( 636.4 ppb) | NO2 -14.1826 mV (  56.7 ppb)
2026-06-29T09:42:12.750,t= 716.2s | SHT  26.22 C  60.1% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 225.2139 mV ( 643.5 ppb) | NO2 -14.3154 mV (  57.3 ppb)
2026-06-29T09:42:14.130,t= 717.6s | SHT  26.22 C  60.1% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 222.5947 mV ( 636.0 ppb) | NO2 -13.4121 mV (  53.6 ppb)
2026-06-29T09:42:15.510,t= 719.0s | SHT  26.21 C  60.1% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 223.1445 mV ( 637.6 ppb) | NO2 -15.1299 mV (  60.5 ppb)
2026-06-29T09:42:16.890,t= 720.4s | SHT  26.24 C  60.1% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 223.7656 mV ( 639.3 ppb) | NO2 -15.9414 mV (  63.8 ppb)
2026-06-29T09:42:18.270,t= 721.7s | SHT  26.25 C  60.1% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 220.7461 mV ( 630.7 ppb) | NO2 -15.8193 mV (  63.3 ppb)
2026-06-29T09:42:19.650,t= 723.1s | SHT  26.24 C  60.1% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 222.3750 mV ( 635.4 ppb) | NO2 -15.0791 mV (  60.3 ppb)
2026-06-29T09:42:21.030,t= 724.5s | SHT  26.24 C  60.0% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 222.1523 mV ( 634.7 ppb) | NO2 -14.5781 mV (  58.3 ppb)
2026-06-29T09:42:22.409,t= 725.9s | SHT  26.22 C  60.1% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 222.8281 mV ( 636.7 ppb) | NO2 -13.5811 mV (  54.3 ppb)
2026-06-29T09:42:23.790,t= 727.3s | SHT  26.24 C  60.1% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 223.0137 mV ( 637.2 ppb) | NO2  -9.9766 mV (  39.9 ppb)
2026-06-29T09:42:25.170,t= 728.6s | SHT  26.22 C  60.1% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 223.1074 mV ( 637.4 ppb) | NO2  -2.8379 mV (  11.4 ppb)
2026-06-29T09:42:26.550,t= 730.0s | SHT  26.22 C  60.1% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 220.5312 mV ( 630.1 ppb) | NO2  -4.0918 mV (  16.4 ppb)
2026-06-29T09:42:27.930,t= 731.4s | SHT  26.24 C  60.2% | DHT22   26.0 C  61.6% | DHT11   27.1 C  54.0% | CO 221.8477 mV ( 633.9 ppb) | NO2  -7.7568 mV (  31.0 ppb)
2026-06-29T09:42:29.310,t= 732.8s | SHT  26.21 C  60.3% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 220.0820 mV ( 628.8 ppb) | NO2  -1.7412 mV (   7.0 ppb)
2026-06-29T09:42:30.690,t= 734.2s | SHT  26.24 C  60.3% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 218.9893 mV ( 625.7 ppb) | NO2  -1.5273 mV (   6.1 ppb)
2026-06-29T09:42:32.070,t= 735.5s | SHT  26.22 C  60.3% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 219.1885 mV ( 626.3 ppb) | NO2  -4.4287 mV (  17.7 ppb)
2026-06-29T09:42:33.450,t= 736.9s | SHT  26.25 C  60.3% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 219.2188 mV ( 626.3 ppb) | NO2  -9.8623 mV (  39.4 ppb)
2026-06-29T09:42:34.830,t= 738.3s | SHT  26.22 C  60.3% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 219.7656 mV ( 627.9 ppb) | NO2 -11.0586 mV (  44.2 ppb)
2026-06-29T09:42:36.210,t= 739.7s | SHT  26.22 C  60.3% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 219.1621 mV ( 626.2 ppb) | NO2 -12.7764 mV (  51.1 ppb)
2026-06-29T09:42:37.590,t= 741.1s | SHT  26.21 C  60.3% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 220.9189 mV ( 631.2 ppb) | NO2 -11.8750 mV (  47.5 ppb)
2026-06-29T09:42:38.969,t= 742.4s | SHT  26.24 C  60.4% | DHT22   26.1 C  61.7% | DHT11   27.1 C  54.0% | CO 221.6064 mV ( 633.2 ppb) | NO2 -11.3291 mV (  45.3 ppb)
2026-06-29T09:42:40.350,t= 743.8s | SHT  26.21 C  60.4% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 217.9834 mV ( 622.8 ppb) | NO2 -11.7363 mV (  46.9 ppb)
2026-06-29T09:42:41.730,t= 745.2s | SHT  26.25 C  60.5% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 219.1660 mV ( 626.2 ppb) | NO2 -12.3467 mV (  49.4 ppb)
2026-06-29T09:42:43.110,t= 746.6s | SHT  26.24 C  60.4% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 220.1621 mV ( 629.0 ppb) | NO2 -11.1260 mV (  44.5 ppb)
2026-06-29T09:42:44.490,t= 748.0s | SHT  26.24 C  60.5% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 219.9717 mV ( 628.5 ppb) | NO2 -11.2705 mV (  45.1 ppb)
2026-06-29T09:42:45.870,t= 749.3s | SHT  26.24 C  60.4% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 218.6309 mV ( 624.7 ppb) | NO2 -10.2207 mV (  40.9 ppb)
2026-06-29T09:42:47.249,t= 750.7s | SHT  26.24 C  60.3% | DHT22   26.1 C  61.8% | DHT11   27.1 C  54.0% | CO 218.0615 mV ( 623.0 ppb) | NO2 -10.6113 mV (  42.4 ppb)
2026-06-29T09:42:48.630,t= 752.1s | SHT  26.24 C  60.3% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 219.5615 mV ( 627.3 ppb) | NO2 -11.4521 mV (  45.8 ppb)
2026-06-29T09:42:50.010,t= 753.5s | SHT  26.22 C  60.3% | DHT22   26.0 C  61.7% | DHT11   27.1 C  54.0% | CO 216.6807 mV ( 619.1 ppb) | NO2  -9.5020 mV (  38.0 ppb)
2026-06-29T09:42:51.390,t= 754.9s | SHT  26.25 C  60.3% | DHT22   26.0 C  61.8% | DHT11   27.1 C  54.0% | CO 216.3818 mV ( 618.2 ppb) | NO2 -10.5205 mV (  42.1 ppb)
2026-06-29T09:42:52.770,t= 756.2s | SHT  26.22 C  60.3% | DHT22   26.1 C  61.8% | DHT11   27.1 C  54.0% | CO 215.8701 mV ( 616.8 ppb) | NO2 -10.2354 mV (  40.9 ppb)
